event_id,year,country_code,region,disaster_type,disaster_subtype,event_date,event_date_upper,date_granularity,is_severe_description_only,label_available_description_only,event_name,Location,start_year,start_month,start_day,end_year,end_month,end_day,emdat_magnitude,emdat_magnitude_scale
2002-0590-SYC,2002,SYC,Sub-Saharan Africa,Storm,Tropical cyclone,2002-09-05,2002-09-05,day,0,False,,"Praslin, Anse Aux Pins, Anse Boileau, Anse Etoile, Anse Royale, Au Cap, Baie Lazare, Beau Vallon, Bel Air, Belombre, Cascade, Cerf Island, Conception, English River, Glacis, Grand Anse Mahe, Les Mamelles, Mont Buxton, Mont Fleuri, Plaisance, Pointe Larue, Port Glaud, Roche Caiman, St Louis, Ste Anne, Takamaka, Therese provinces",2002,9,5,2002,9,5,120,Kph
2002-0599-CHN,2002,CHN,Eastern Asia,Storm,Tropical cyclone,2002-09-13,2002-09-13,day,0,True,Hagupit,"Jiangxi Sheng, Sichuan Sheng provinces",2002,9,13,2002,9,13,,Kph
2002-0604-CUB,2002,CUB,Latin America and the Caribbean,Storm,Tropical cyclone,2002-09-18,2002-09-18,day,0,False,Isidore,"Isla De La Juventud, Pinar del Rio provinces",2002,9,18,2002,9,18,165,Kph
2002-0609-MEX,2002,MEX,Latin America and the Caribbean,Storm,Tropical cyclone,2002-09-20,2002-09-20,day,0,True,Isidore,"Campeche, Quintana Roo, Yucatan provinces",2002,9,20,2002,9,20,180,Kph
2002-0617-BRB,2002,BRB,Latin America and the Caribbean,Storm,Tropical cyclone,2002-09-24,2002-09-24,day,0,False,Lili,"St. Andrew, St. George, St. James, St. John, St. Joseph, St. Lucy, St. Michael, St. Peter, St. Philip, St. Thomas, Christ Church provinces",2002,9,24,2002,9,24,110,Kph
2002-0626-CYM,2002,CYM,Latin America and the Caribbean,Storm,Tropical cyclone,2002-09-30,2002-09-30,day,0,False,Lili,"Cayman Brac, Little Cayman",2002,9,30,2002,10,1,128,Kph
2002-0627-JAM,2002,JAM,Latin America and the Caribbean,Storm,Tropical cyclone,2002-09-30,2002-09-30,day,0,True,Lili,"Saint Thomas, Saint Andrew And Kingston, Saint Elizabeth, Clarendon, Westmoreland provinces",2002,9,30,2002,9,30,100,Kph
2002-0635-RUS,2002,RUS,Eastern Europe,Storm,Tropical cyclone,2002-10-02,2002-10-02,day,0,True,Hygos,Sakhaline Isl. (Sakhalinskaya Oblast province),2002,10,2,2002,10,3,,Kph
2002-0636-CUB,2002,CUB,Latin America and the Caribbean,Storm,Tropical cyclone,2002-10-01,2002-10-01,day,0,True,Lili,"Sandino, San Juan y Martinez, Mantua, Guane districts (Pinar del Rio province), Isla dela Juventud province, Batabano, Guira de Melena, Nueva Paz, San Nicolas, Melena del Sur, Quivican districts (La Habana province), Sancti Spiritus, La Sierpe, Fomento, Taguasco, Trinidad, Jatibonico districts (Sancti Spiritu province), Rodas, Aguada De Pasajeros, Cumanayagua districts (Cienfuegos province), Guantanamo, Maisi, Baracoa, Manuel Tames districts (Guantanamo province), Guama, Tercer Frente, Palma Soriano, Santiago de Cuba districts (Santiago de Cuba province), Niquero, Media Luna, Cauto Cristo, Pilon districts (Granma province)",2002,10,1,2002,10,1,173,Kph
2002-0636-GRD,2002,GRD,Latin America and the Caribbean,Storm,Tropical cyclone,2002-09-24,2002-09-24,day,0,False,Lili,"St. Patrick's, St. Mark's, Carriacou and Petit Martinique",2002,9,24,2002,9,24,,Kph
2002-0647-MEX,2002,MEX,Latin America and the Caribbean,Storm,Tropical cyclone,2002-09-25,2002-09-25,day,0,False,Julio,Acapulco De Juarez district (Guerrero province),2002,9,25,2002,9,25,,Kph
2002-0652-USA,2002,USA,Northern America,Storm,Tropical cyclone,2002-09-26,2002-09-26,day,0,True,Isidore,"Louisiane, Mississippi, Alabama, Tennessee provinces",2002,9,26,2002,9,27,105,Kph
2002-0653-VCT,2002,VCT,Latin America and the Caribbean,Storm,Tropical cyclone,2002-09-24,2002-09-24,day,0,True,Tropical storm 'Lili',"Charlotte, Grenadines, Saint Andrew, Saint David, Saint George, Saint Patrick provinces",2002,9,24,2002,9,24,,Kph
2002-0656-CYM,2002,CYM,Latin America and the Caribbean,Storm,Tropical cyclone,2002-09-14,2002-09-14,day,0,False,Isidore,"Little Cayman, Cayman Brac provinces",2002,9,14,2002,9,26,,Kph
2002-0656-JAM,2002,JAM,Latin America and the Caribbean,Storm,Tropical cyclone,2002-09-18,2002-09-18,day,0,False,Isidore,"Westmoreland, Clarendon, Hanover provinces",2002,9,18,2002,9,19,,Kph
2002-0657-HTI,2002,HTI,Latin America and the Caribbean,Storm,Tropical cyclone,2002-09-30,2002-09-30,day,0,True,Lili,"Grande Anse, Centre, Sud, Nippes, Ouest, Artibonite, Nord Ouest, Nord, Nord Est, Sud Est provinces",2002,9,30,2002,9,30,150,Kph
2002-0669-MEX,2002,MEX,Latin America and the Caribbean,Storm,Tropical cyclone,2002-10-25,2002-10-25,day,0,True,Kenna,"Nayarit, Jalisco, Sinaloa, Colima provinces",2002,10,25,2002,10,26,225,Kph
2002-0702-IND,2002,IND,Southern Asia,Storm,Tropical cyclone,2002-11-13,2002-11-13,day,1,True,,"Baleshwar, Bhadrak, Jagatsinghpur, Kendrapara districts (Orissa province), East Midnapore, North 24 Parganas, South 24 Parganas (West Bengal province)",2002,11,13,2002,11,13,60,Kph
2002-0705-BGD,2002,BGD,Southern Asia,Storm,Tropical cyclone,2002-11-14,2002-11-14,day,0,True,,Barguna district (Barisal province),2002,11,14,2002,11,14,85,Kph
2002-0724-USA,2002,USA,Northern America,Storm,Tropical cyclone,2002-10-03,2002-10-03,day,0,False,Lili,"St. Tammany, Terrebonne, Lafayette, Acadia, Evangeline, Rapides districts (Louisiana province)",2002,10,3,2002,10,3,,Kph
2002-0753-GUM,2002,GUM,Micronesia,Storm,Tropical cyclone,2002-12-08,2002-12-08,day,0,True,Pongsona,Guam province,2002,12,8,2002,12,8,180,Kph
2002-0811-SLB,2002,SLB,Melanesia,Storm,Tropical cyclone,2002-12-28,2002-12-28,day,0,False,Zoe,"Tikopia, Fataka, Anuta islands (Temotu area, Solomon Islands province)",2002,12,28,2002,12,29,,Kph
2002-0826-MNP,2002,MNP,Micronesia,Storm,Tropical cyclone,2002-12-08,2002-12-08,day,0,False,Pongsona,"Saipan, Rota islands (Northern Mariana Islands province)",2002,12,8,2002,12,8,,Kph
2002-0849-GTM,2002,GTM,Latin America and the Caribbean,Storm,Tropical cyclone,2002-09-20,2002-09-20,day,0,True,Isidore,"Retalhuleu, Suchitepequez, Escuintla, San Marcos provinces",2002,9,20,2002,9,24,,Kph
2002-0850-NIC,2002,NIC,Latin America and the Caribbean,Storm,Tropical cyclone,2002-09-22,2002-09-22,day,0,True,Isidore,Managua province,2002,9,22,2002,9,22,,Kph
2002-0851-SLV,2002,SLV,Latin America and the Caribbean,Storm,Tropical cyclone,2002-09-21,2002-09-21,day,0,False,Isidore,Ahuachapan province,2002,9,21,2002,9,21,,Kph
2003-0024-FJI,2003,FJI,Melanesia,Storm,Tropical cyclone,2003-01-14,2003-01-14,day,0,True,Ami,"Northern, Eastern, Western provinces",2003,1,14,2003,1,14,150,Kph
2003-0057-SLB,2003,SLB,Melanesia,Storm,Tropical cyclone,2003-01-26,2003-01-26,day,0,False,Beni,"Rennell, Bellona islands (Solomon Islands province)",2003,1,26,2003,1,28,110,Kph
2003-0065-MDG,2003,MDG,Sub-Saharan Africa,Storm,Tropical cyclone,2003-01-29,2003-01-29,day,0,False,Fari,"Analanjirofo, Atsimo Atsinanana, Atsinanana, Sava, Vatovavy Fitovinanay provinces",2003,1,29,2003,1,29,,Kph
2003-0073-COD,2003,COD,Sub-Saharan Africa,Storm,Tropical cyclone,2003-02-02,2003-02-02,day,0,True,,"Yumbi area (Plateaux district, Bandundu province)",2003,2,2,2003,2,2,,Kph
2003-0100-IND,2003,IND,Southern Asia,Storm,Tropical cyclone,2003-02-18,2003-02-18,day,0,True,,Gujarat province,2003,2,18,2003,2,18,,Kph
2003-0114-MOZ,2003,MOZ,Sub-Saharan Africa,Storm,Tropical cyclone,2003-03-03,2003-03-03,day,0,True,Japhet,"Inhambane, Sofala, Manica, Gaza provinces",2003,3,3,2003,3,3,130,Kph
2003-0114-ZWE,2003,ZWE,Sub-Saharan Africa,Storm,Tropical cyclone,2003-03-07,2003-03-07,day,0,True,Japhet,"Manicaland, Masvingo, Matabeleland South provinces",2003,3,7,2003,3,7,,Kph
2003-0135-NCL,2003,NCL,Melanesia,Storm,Tropical cyclone,2003-03-13,2003-03-13,day,0,True,Erica,"Noumea, Bourail areas (South region), Kone area (North region)",2003,3,13,2003,3,13,200,Kph
2003-0182-IND,2003,IND,Southern Asia,Storm,Tropical cyclone,2003-04-22,2003-04-22,day,0,True,,"Chirakhawa, Chirakhawa Topopara, Peepulbari part 1, Peepulbari part 2, Bhurakata, Baliabeel, Bengerbhita, Baushkata areas (Dhuburi district, Assam province)",2003,4,22,2003,4,22,100,Kph
2003-0211-BGD,2003,BGD,Southern Asia,Storm,Tropical cyclone,2003-05-04,2003-05-04,day,0,True,,"Noabadi, Nayabadi, Merashani villages (Brahamanbaria district, Chittagong)",2003,5,4,2003,5,4,120,Kph
2003-0218-MDG,2003,MDG,Sub-Saharan Africa,Storm,Tropical cyclone,2003-05-08,2003-05-08,day,0,True,Manou,"Vatomandry, Brickaville districts (Atsinanana province)",2003,5,8,2003,5,8,210,Kph
2003-0234-IND,2003,IND,Southern Asia,Storm,Tropical cyclone,2003-04-12,2003-04-12,day,0,False,,"Mekhliganj, Haldibari, Fukaldabri, Nijtaraf, Kasiabari, Bholarhat, Beltali areas (Kochbihar district, West Bengal province)",2003,4,12,2003,4,12,,Kph
2003-0258-PHL,2003,PHL,South-eastern Asia,Storm,Tropical cyclone,2003-05-26,2003-05-26,day,0,True,Linfa (Chedeng),"Benguet district (Cordillera Administrative region (CAR) province), Bataan, Bulacan, Zambales districts (Region III (Central Luzon) province), Mindoro Occidental, Romblon districts (Region IV (Southern Tagalog) province), Batangas, Cavite, Rizal districts (Region IV-A (Calabarzon) province), Iloilo district (Region VI (Western Visayas) province), National Capital region (NCR), Region I (Ilocos region) provinces",2003,5,26,2003,5,30,,Kph
2003-0290-PHL,2003,PHL,South-eastern Asia,Storm,Tropical cyclone,2003-06-15,2003-06-15,day,0,True,Soudelor (Egay),"Sorsogon, Albay, Catanduanes, Camarines Sur districts (Region V (Bicol region) province), Biliran, Leyte districts (Region VIII (Eastern Visayas) province)",2003,6,15,2003,6,18,140,Kph
2003-0314-SLB,2003,SLB,Melanesia,Storm,Tropical cyclone,2003-06-05,2003-06-05,day,0,False,Gina,"Faea, Ravenga areas (Tikopia island, Solomon Islands province)",2003,6,5,2003,6,5,111,Kph
2003-0346-CHN,2003,CHN,Eastern Asia,Storm,Tropical cyclone,2003-07-24,2003-07-24,day,0,True,Imbudo,"Guangxi Zhuangzu Zizhiqu, Guangdong Sheng provinces",2003,7,24,2003,7,24,,Kph
2003-0346-HKG,2003,HKG,Eastern Asia,Storm,Tropical cyclone,2003-07-26,2003-07-26,day,0,False,Imbudo,Hong Kong,2003,7,26,2003,7,26,,Kph
2003-0346-PHL,2003,PHL,South-eastern Asia,Storm,Tropical cyclone,2003-07-19,2003-07-19,day,0,True,Imbudo,"Maguindanao district (Autonomous region in Muslim Mindanao (ARMM) province), North Cotabato, Sultan Kudarat districts (Region XII (Soccsksargen) province), Isabela district (Region II (Cagayan Valley) province), Ilocos Norte district (Region I (Ilocos region) province), Romblon district (Region IV (Southern Tagalog) province)",2003,7,19,2003,7,23,200,Kph
2003-0388-JPN,2003,JPN,Eastern Asia,Storm,Tropical cyclone,2003-08-08,2003-08-08,day,0,True,Etau,"Hokkaidoo, Ehime provinces",2003,8,8,2003,8,11,145,Kph
2003-0388-RUS,2003,RUS,Eastern Europe,Storm,Tropical cyclone,2003-08-08,2003-08-08,day,0,False,Etau,Kuril Islands (Sakhalinskaya Oblast province),2003,8,8,2003,8,11,,Kph
2003-0437-VNM,2003,VNM,South-eastern Asia,Storm,Tropical cyclone,2003-07-23,2003-07-23,day,0,False,Koni,"Bac Giang, Bac Kan, Bac Ninh, Cao Bang, Dien Bien, Ha Giang, Ha Nam, Ha Noi City, Ha Tay, Hai Duong, Hai Phong City, Hoa Binh, Hung Yen, Lai Chau, Lang Son, Lao Cai, Nam Dinh, Ninh Binh, Phu Tho, Quang Ninh, Son La, Thai Binh, Thai Nguyen, Thanh Hoa, Tuyen Quang, Vinh Phuc, Yen Bai provinces",2003,7,23,2003,7,23,90,Kph
2003-0443-CHN,2003,CHN,Eastern Asia,Storm,Tropical cyclone,2003-09-01,2003-09-01,day,0,True,Dujuan,"Guangdong Sheng, Fujian Sheng provinces",2003,9,1,2003,9,3,,Kph
2003-0443-HKG,2003,HKG,Eastern Asia,Storm,Tropical cyclone,2003-09-02,2003-09-02,day,0,True,Dujuan,Hong Kong,2003,9,2,2003,9,2,180,Kph
2003-0443-TWN,2003,TWN,Eastern Asia,Storm,Tropical cyclone,2003-09-02,2003-09-02,day,0,True,Dujuan,Taiwan Sheng province,2003,9,2,2003,9,2,155,Kph
2003-0448-BMU,2003,BMU,Northern America,Storm,Tropical cyclone,2003-09-05,2003-09-05,day,0,True,Fabian,,2003,9,5,2003,9,6,240,Kph
2003-0459-JPN,2003,JPN,Eastern Asia,Storm,Tropical cyclone,2003-09-12,2003-09-12,day,0,True,Maemi,Okinawa province,2003,9,12,2003,9,13,200,Kph
2003-0459-KOR,2003,KOR,Eastern Asia,Storm,Tropical cyclone,2003-09-12,2003-09-12,day,1,True,Maemi,"Kyongsangbuk-do, Kyongsangnam-do, Kang-won-do, Pusan, Chollanam-do provinces",2003,9,12,2003,9,12,216,Kph
2003-0468-CAN,2003,CAN,Northern America,Storm,Tropical cyclone,2003-09-18,2003-09-18,day,0,False,Isabel,Ontario province,2003,9,18,2003,9,18,,Kph
2003-0468-USA,2003,USA,Northern America,Storm,Tropical cyclone,2003-09-18,2003-09-18,day,0,True,Isabel,"North Carolina, Maryland, Virginia, West Virginia, Delaware, Pennsylvania, New Jersey, District of Columbia provinces",2003,9,18,2003,9,22,170,Kph
2003-0474-MEX,2003,MEX,Latin America and the Caribbean,Storm,Tropical cyclone,2003-09-22,2003-09-22,day,0,True,Marty,"Sonora, Sinaloa, Nayarit, Jalisco, Colima, Baja California Sur, Baja California provinces",2003,9,22,2003,9,22,166,Kph
2003-0487-CAN,2003,CAN,Northern America,Storm,Tropical cyclone,2003-09-28,2003-09-28,day,0,True,Juan,"Nova Scotia, Prince Edward Island provinces",2003,9,28,2003,9,29,143,Kph
2003-0577-FSM,2003,FSM,Micronesia,Storm,Tropical cyclone,2003-11-21,2003-11-21,day,0,False,Lupit,"Ulithi Atoll, Woleai Atoll, Fais Island, Rumung Island, Yap Island areas (Micronesia province)",2003,11,21,2003,11,25,240,Kph
2003-0594-CHN,2003,CHN,Eastern Asia,Storm,Tropical cyclone,2003-11-18,2003-11-18,day,0,False,Nepartak,Hainan Sheng province,2003,11,18,2003,11,18,,Kph
2003-0599-DOM,2003,DOM,Latin America and the Caribbean,Storm,Tropical cyclone,2003-12-06,2003-12-06,day,0,True,Odette,"Barahona, Pedernales, Baoruco provinces",2003,12,6,2003,12,6,,Kph
2003-0599-PRI,2003,PRI,Latin America and the Caribbean,Storm,Tropical cyclone,2003-12-09,2003-12-09,day,0,False,Odette,"Aguadilla, Arecibo, Bayamon, Guayama, Humacao, Mayaguez, Ponce, San Juan provinces",2003,12,9,2003,12,9,,Kph
2003-0602-MDG,2003,MDG,Sub-Saharan Africa,Storm,Tropical cyclone,2003-12-09,2003-12-09,day,0,False,Cela,"Antalaha district (Sava province), Ambanja district (Diana province)",2003,12,9,2003,12,9,100,Kph
2003-0605-IND,2003,IND,Southern Asia,Storm,Tropical cyclone,2003-12-17,2003-12-17,day,0,True,,"Krishna, Guntur, West Godavari districts (Andhra Pradesh province)",2003,12,17,2003,12,17,100,Kph
2003-0688-MEX,2003,MEX,Latin America and the Caribbean,Storm,Tropical cyclone,2003-08-24,2003-08-24,day,0,True,Ignacio,"La Paz, Agua Escondida areas (La Paz district, Baja California Sur province), Ciudad Constitucion area (Comondu district, Baja California Sur province)",2003,8,24,2003,8,27,,Kph
2003-0779-BGD,2003,BGD,Southern Asia,Storm,Tropical cyclone,2003-12-20,2003-12-20,day,0,True,,Barguna district (Barisal province),2003,12,20,2003,12,20,,Kph
2003-0782-USA,2003,USA,Northern America,Storm,Tropical cyclone,2003-06-30,2003-06-30,day,0,True,Bill,"Orleans, St. John the Baptist, Terrebonne, St. Tammany, Tangipahoa districts (Louisiana province), Hancock, Harrison, Jackson, Pike, Walthall districts (Mississippi province), Bay district (Florida province), Mobile, Baldwin, Lee districts (Alabama province), Sumter, Bulloch, Fulton, DeKalb, Cobb, Clayton, Gwinnett districts (Georgia province), Wake district (North Carolina province)",2003,6,30,2003,6,30,95,Kph
2003-0822-PHL,2003,PHL,South-eastern Asia,Storm,Tropical cyclone,2003-07-15,2003-07-15,day,0,True,Gilas (Koni),"Region IV (Southern Tagalog), Region VIII (Eastern Visayas) provinces",2003,7,15,2003,7,19,,Kph
2003-0823-PHL,2003,PHL,South-eastern Asia,Storm,Tropical cyclone,2003-07-30,2003-07-30,day,0,False,Ineng,"Region V (Bicol region), Region VIII (Eastern Visayas), Region X (Northern Mindanao) provinces",2003,7,30,2003,7,31,,Kph
2003-0824-PHL,2003,PHL,South-eastern Asia,Storm,Tropical cyclone,2003-08-04,2003-08-04,day,0,False,Kabayan,Region III (Central Luzon) province,2003,8,4,2003,8,5,,Kph
2004-0004-ASM,2004,ASM,Polynesia,Storm,Tropical cyclone,2004-01-05,2004-01-05,day,0,False,Heta,American Samoa,2004,1,5,2004,1,5,310,Kph
2004-0004-NIU,2004,NIU,Polynesia,Storm,Tropical cyclone,2004-01-06,2004-01-06,day,0,True,Heta,Alofi area (Niue province),2004,1,6,2004,1,6,300,Kph
2004-0004-TON,2004,TON,Polynesia,Storm,Tropical cyclone,2004-01-06,2004-01-06,day,0,False,Heta,"Tafahi, Nuiatoputapu islands (Tonga province)",2004,1,6,2004,1,6,,Kph
2004-0004-WSM,2004,WSM,Polynesia,Storm,Tropical cyclone,2004-01-05,2004-01-05,day,0,True,Heta,"Savaii, Upolu islands (Samoa province)",2004,1,5,2004,1,5,310,Kph
2004-0029-MDG,2004,MDG,Sub-Saharan Africa,Storm,Tropical cyclone,2004-01-26,2004-01-26,day,0,True,Elita,"Antananarivo I, Antananarivo II, Antananarivo III, Antananarivo IV, Antananarivo V, Antananarivo VI districts (Analamanga province), Mahajanga II district (Boeny province), Fianarantsoa I district (Haute Matsiatra province), Toamasina II district (Atsinanana province), Toliary-II district (Astimo Andrefana province)",2004,1,26,2004,2,4,210,Kph
2004-0080-VUT,2004,VUT,Melanesia,Storm,Tropical cyclone,2004-02-25,2004-02-25,day,0,True,Ivy (P13),"Malekula, Ambrym, Paama islands (Malampa province), Epi, Shepard islands (Shefa province), Ambae, Maevo islands (Penama province), Erromango, Tanna islands (Tafea province)",2004,2,25,2004,2,27,190,Kph
2004-0103-MDG,2004,MDG,Sub-Saharan Africa,Storm,Tropical cyclone,2004-03-07,2004-03-07,day,1,True,Galifo,"Antalaha, Andapa, Sambava, Vohemar districts (Sava province), Mampikony, Antsohihy, Bealanana districts (Sofia province), Morondava district (Menabe province), Ambilobe, Ambanja districts (Diana province), Mahajanga I, Mahajanga II districts (Boeny province), Vatomandry district (Atsinanan province), Maroantsetra district (Analanjirofo province), Morombe district (Atsimo Andrefana province)",2004,3,7,2004,3,12,300,Kph
2004-0131-BRA,2004,BRA,Latin America and the Caribbean,Storm,Tropical cyclone,2004-03-27,2004-03-27,day,0,True,Catarina,"Torres district (Rio Grande do Sul province), Ararangua district (Santa Catarina province)",2004,3,27,2004,3,29,150,Kph
2004-0144-IDN,2004,IDN,South-eastern Asia,Storm,Tropical cyclone,2004-03-30,2004-03-30,day,0,False,,"Cijeruk, Cipelang, Warung Menteng villages (Cijerik area, Bogor district, Jawa Barat province)",2004,3,30,2004,3,30,,Kph
2004-0150-FSM,2004,FSM,Micronesia,Storm,Tropical cyclone,2004-04-03,2004-04-03,day,0,True,Cosme (Sudal/03W),Yap area (Micronesia province),2004,4,3,2004,4,18,240,Kph
2004-0153-FJI,2004,FJI,Melanesia,Storm,Tropical cyclone,2004-04-08,2004-04-08,day,0,True,,"Central, Western, Northern provinces",2004,4,8,2004,4,8,90,Kph
2004-0218-PHL,2004,PHL,South-eastern Asia,Storm,Tropical cyclone,2004-05-13,2004-05-13,day,0,True,Nida (Dindo/04W),Region V (Bicol region) province,2004,5,13,2004,5,19,260,Kph
2004-0235-MMR,2004,MMR,South-eastern Asia,Storm,Tropical cyclone,2004-05-19,2004-05-19,day,1,True,,"Myebon, Sittwe, Ponnagyun, Pauktaw, Mrauk-U, Minbya areas (Sittwe district, Rakhine province), Kyaukpyu, Ann areas (Kyaukpyu district, Rakhine province)",2004,5,19,2004,5,19,160,Kph
2004-0258-THA,2004,THA,South-eastern Asia,Storm,Tropical cyclone,2004-06-04,2004-06-04,day,0,True,Chanthu (Gener/08W),"Phrae, Nakhon Sawan, Sukhothai, Phichit, Mae Hong Son, Tak, Nan, Phayao, Phitsanulok, Loei provinces",2004,6,4,2004,6,21,,Kph
2004-0258-VNM,2004,VNM,South-eastern Asia,Storm,Tropical cyclone,2004-06-07,2004-06-07,day,0,True,Chanthu (Gener/08W),"BinH Dinh, Da Nang City, Quang Ngai provinces",2004,6,7,2004,6,11,65,Kph
2004-0276-JPN,2004,JPN,Eastern Asia,Storm,Tropical cyclone,2004-06-16,2004-06-16,day,0,True,Dianmu (Helen/09W),Murotosi district (Kooti province),2004,6,16,2004,6,19,285,Kph
2004-0276-KOR,2004,KOR,Eastern Asia,Storm,Tropical cyclone,2004-06-18,2004-06-18,day,0,True,Dianmu (Helen/09W),Munkyong area (Kyongsangbuk-do province),2004,6,18,2004,6,20,,Kph
2004-0309-PHL,2004,PHL,South-eastern Asia,Storm,Tropical cyclone,2004-06-25,2004-06-25,day,0,True,Mindulle (Igme/10W),"Cagayan district (Region II (Cagayan Valley) province), Ilocos Norte, La Union districts (Region I (Ilocos region) province), Autonomous region in Muslim Mindanao (ARMM), Region IX (Zamboanga Peninsula), Region X (Northern Mindanao), Region XI (Davao Region), Region XII (Soccsksargen), Region XIII (Caraga) provinces",2004,6,25,2004,7,2,230,Kph
2004-0309-TWN,2004,TWN,Eastern Asia,Storm,Tropical cyclone,2004-06-29,2004-06-29,day,0,True,Mindulle (Igme/10W),"Chi-Ci, Guo-hsing, Ren-ai villages (Nantou area, Taiwan Sheng province), Hoping village (Taichung area, Taiwan Sheng province)",2004,6,29,2004,7,4,,Kph
2004-0312-GUM,2004,GUM,Micronesia,Storm,Tropical cyclone,2004-06-27,2004-06-27,day,0,True,Tingting,"Agat, Merizo, Barrigada, Mangilao areas (Guam province)",2004,6,27,2004,6,28,137,Kph
2004-0312-MNP,2004,MNP,Micronesia,Storm,Tropical cyclone,2004-06-26,2004-06-26,day,0,True,Tingting,Saipan island (Northern Mariana Islands province),2004,6,26,2004,6,27,,Kph
2004-0388-RUS,2004,RUS,Eastern Europe,Storm,Tropical cyclone,2004-07-22,2004-07-22,day,0,True,,Ustordynskiy Buryatskiy Okrug province,2004,7,22,2004,7,22,100,Kph
2004-0412-CHN,2004,CHN,Eastern Asia,Storm,Tropical cyclone,2004-08-06,2004-08-06,day,1,True,Rananim (Karen/16W),"Taizhou, Wenzhou, Ningbo, Shaoxing districts (Zheijang Sheng province)",2004,8,6,2004,8,12,165,Kph
2004-0415-CUB,2004,CUB,Latin America and the Caribbean,Storm,Tropical cyclone,2004-08-14,2004-08-14,day,0,True,Charley,"La Habana, Pinar del Rio, Cienfuegos, Ciudad De La Habana, Isla De La Juventud provinces",2004,8,14,2004,8,14,220,Kph
2004-0415-CYM,2004,CYM,Latin America and the Caribbean,Storm,Tropical cyclone,2004-08-13,2004-08-13,day,0,False,Charley,Grand Cayman province,2004,8,13,2004,8,13,,Kph
2004-0415-JAM,2004,JAM,Latin America and the Caribbean,Storm,Tropical cyclone,2004-08-13,2004-08-13,day,0,True,Charley,Saint Elizabeth province,2004,8,13,2004,8,13,,Kph
2004-0415-USA,2004,USA,Northern America,Storm,Tropical cyclone,2004-08-13,2004-08-13,day,0,True,Charley,"Bay, Calhoun, Escambia, Franklin, Gadsden, Gulf, Holmes, Jackson, Jefferson, Leon, Liberty, Madison, Okaloosa, Santa Rosa, Taylor, Wakulla, Walton, Washington districts (Florida province), South Carolina, North Carolina provinces",2004,8,13,2004,8,13,230,Kph
2004-0428-JPN,2004,JPN,Eastern Asia,Storm,Tropical cyclone,2004-08-17,2004-08-17,day,0,True,Megi (Lawin/18W),"Kagawa, Ehime, Hyoogo, Kooti provinces",2004,8,17,2004,8,20,126,Kph
2004-0428-KOR,2004,KOR,Eastern Asia,Storm,Tropical cyclone,2004-08-15,2004-08-15,day,0,True,Megi (Lawin/18W),"Chollabuk-do, Chollanam-do, Kyongsangbuk-do, Kyongsangnam-do provinces",2004,8,15,2004,8,17,75,Kph
2004-0435-CHN,2004,CHN,Eastern Asia,Storm,Tropical cyclone,2004-08-20,2004-08-20,day,0,True,Aere (Marce/20W),"Zhejiang Sheng, Fujian Sheng provinces",2004,8,20,2004,8,23,140,Kph
2004-0435-JPN,2004,JPN,Eastern Asia,Storm,Tropical cyclone,2004-08-23,2004-08-23,day,0,True,Aere (Marce/20W),"Kasarityoo, Nazesi, Setootityoo, Sumiyooson, Tatugootyoo, Ukenson, Yamatoson districts (Kagosima province), Okinawa province",2004,8,23,2004,8,23,,Kph
